"firstName","familyName","fullName","start","einde","title","rangorde","mandataris","persoon"
,"Kelchtermans","Kelchtermans",1988-10-18,1992-01-21,"GM Leefmilieu",,"http://kanselarij.vo.data.gift/id/mandatarissen/821401a4-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81fc8736-dec2-11e9-aa72-0242c0a80002"
,"De Croo","De Croo",1981-12-22,1985-12-10,"Minister van Verkeerswezen, PTT",,"http://kanselarij.vo.data.gift/id/mandatarissen/821d9c8c-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/8216699e-dec2-11e9-aa72-0242c0a80002"
,"Lenssens","Lenssens",1981-12-22,1985-12-10,"GM Ruimtelijke Ordening, Landinrichting en Natuurbehoud",,"http://kanselarij.vo.data.gift/id/mandatarissen/8219d6ba-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/820f017c-dec2-11e9-aa72-0242c0a80002"
,"Akkermans","Akkermans",1981-12-22,1985-12-10,"GM Ruimtelijke Ordening, Landinrichtin en Natuurbehoud",,"http://kanselarij.vo.data.gift/id/mandatarissen/821a016c-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/821662a0-dec2-11e9-aa72-0242c0a80002"
,"De Batselier","De Batselier",1988-10-18,1992-01-21,"De Vice-Voorzitter en GM van Economie, Middenstand en Energie",,"http://kanselarij.vo.data.gift/id/mandatarissen/821213e4-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/8205fcbc-dec2-11e9-aa72-0242c0a80002"
,"De Croo","De Croo",1985-12-10,1988-02-03,"Minister Verkeerswezen en Buitenlandse Handel",,"http://kanselarij.vo.data.gift/id/mandatarissen/8217dec8-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/8216699e-dec2-11e9-aa72-0242c0a80002"
,"Demeester-De Meyer","Demeester-De Meyer",1995-06-20,1999-07-13,"VM Financien, Begroting en Gezondheidsinstellingen",,"http://kanselarij.vo.data.gift/id/mandatarissen/8205af8c-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/82047964-dec2-11e9-aa72-0242c0a80002"
,"De Batselier","De Batselier",1988-10-18,1992-01-21,"Vice-Voorzitter en GM Economie, Middenstand en   Energie",,"http://kanselarij.vo.data.gift/id/mandatarissen/8211fe2c-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/8205fcbc-dec2-11e9-aa72-0242c0a80002"
,"Lenssens","Lenssens",1981-12-22,1985-12-10,"GM Leefmilie, Waterbeleid en Onderwijs",,"http://kanselarij.vo.data.gift/id/mandatarissen/821df31c-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/820f017c-dec2-11e9-aa72-0242c0a80002"
,"Bourgeois","Bourgeois",2004-07-20,2007-06-27,"VM Bestuurszaken, Buitenlands Beleid, Media en Toerisme",,"http://kanselarij.vo.data.gift/id/mandatarissen/81e5ef26-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81e1e3d6-dec2-11e9-aa72-0242c0a80002"
,"Van den Brande","Van den Brande",1992-10-20,1995-06-20,"Minister-president",,"http://kanselarij.vo.data.gift/id/mandatarissen/8205ea4c-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81fceda2-dec2-11e9-aa72-0242c0a80002"
,"Van den Brande","Van den Brande",1995-06-20,1999-07-13,"VM Leefmilieu en Tewerkstelling",,"http://kanselarij.vo.data.gift/id/mandatarissen/8205a654-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81fceda2-dec2-11e9-aa72-0242c0a80002"
,"Lenssens","Lenssens",1981-12-22,1985-12-10,"GM leefmilieu waterbeleid en onderwijs",,"http://kanselarij.vo.data.gift/id/mandatarissen/821c471a-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/820f017c-dec2-11e9-aa72-0242c0a80002"
,"Lenssens","Lenssens",1981-12-22,1985-12-10,"GM Leefmilieu, Waterbeleid en Onderwijs",,"http://kanselarij.vo.data.gift/id/mandatarissen/821889e0-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/820f017c-dec2-11e9-aa72-0242c0a80002"
,"Lenssens","Lenssens",1988-10-18,1992-01-21,"GM van Welzijn en Gezin",,"http://kanselarij.vo.data.gift/id/mandatarissen/8210b3fa-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/820f017c-dec2-11e9-aa72-0242c0a80002"
,"Kelchtermans","Kelchtermans",1988-10-18,1992-01-21,"GM Leefmilieu, Natuurbehoud en landinrichting",,"http://kanselarij.vo.data.gift/id/mandatarissen/8210bbac-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81fc8736-dec2-11e9-aa72-0242c0a80002"
,"Beysen","Beysen",1988-02-03,1988-10-18,"GM Binnenlandse aangelegenheden en Ruimtelijke Ordening",,"http://kanselarij.vo.data.gift/id/mandatarissen/8214db1a-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/8214aadc-dec2-11e9-aa72-0242c0a80002"
,"Van den Bossche","Van den Bossche",1988-10-18,1992-01-21,"GM Binnenlandse Aangelegnheden en Openbaar Ambt",,"http://kanselarij.vo.data.gift/id/mandatarissen/820f6a0e-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81febbbe-dec2-11e9-aa72-0242c0a80002"
,"Kelchtermans","Kelchtermans",1988-10-18,1992-01-21,"GM Leefmilieu Natuurbehoud en Landinrichting",,"http://kanselarij.vo.data.gift/id/mandatarissen/82115918-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81fc8736-dec2-11e9-aa72-0242c0a80002"
,"Lenssens","Lenssens",1985-12-10,1988-02-03,"GM van Volksgezondheid en Leefmilieu",,"http://kanselarij.vo.data.gift/id/mandatarissen/8215dc40-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/820f017c-dec2-11e9-aa72-0242c0a80002"
,"Kelchtermans","Kelchtermans",1995-06-20,1999-07-13,"VM Leefmilieu en Tewerkstelling",,"http://kanselarij.vo.data.gift/id/mandatarissen/81fc888a-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81fc8736-dec2-11e9-aa72-0242c0a80002"
,"Lenssens","Lenssens",1981-12-22,1985-12-10,"GM",,"http://kanselarij.vo.data.gift/id/mandatarissen/821c214a-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/820f017c-dec2-11e9-aa72-0242c0a80002"
,"Akkermans","Akkermans",1981-12-22,1985-12-10,"GM Ruimtelijke Ordening",,"http://kanselarij.vo.data.gift/id/mandatarissen/821af964-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/821662a0-dec2-11e9-aa72-0242c0a80002"
,"Waltniel","Waltniel",1985-12-10,1988-02-03,"GM Financiën en Begroting",,"http://kanselarij.vo.data.gift/id/mandatarissen/8215f626-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/820ef4a2-dec2-11e9-aa72-0242c0a80002"
,"Van den Bossche","Van den Bossche",1988-10-18,1992-01-21,"GM Binnenlandse Aangelegenheden",,"http://kanselarij.vo.data.gift/id/mandatarissen/82138846-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81febbbe-dec2-11e9-aa72-0242c0a80002"
,"Waltniel","Waltniel",1988-10-18,1992-01-21,"GM Ruimtelijke Ordening en huisvesting",,"http://kanselarij.vo.data.gift/id/mandatarissen/8210c28c-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/820ef4a2-dec2-11e9-aa72-0242c0a80002"
,"Kelchtermans","Kelchtermans",1988-10-18,1992-01-21,"GM Leefmilieu   Natuurbehoud en Landinrichting",,"http://kanselarij.vo.data.gift/id/mandatarissen/8211120a-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81fc8736-dec2-11e9-aa72-0242c0a80002"
,"Waltniel","Waltniel",1988-10-18,1992-01-21,"GM Leefmilieu, Natuurbehoud en Landinrichting",,"http://kanselarij.vo.data.gift/id/mandatarissen/8213a1aa-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/820ef4a2-dec2-11e9-aa72-0242c0a80002"
,"Pede","Pede",1985-12-10,1988-02-03,"GM Binnenlandse Aangelegen en Ruimtelijke Ordening",,"http://kanselarij.vo.data.gift/id/mandatarissen/8217021e-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/8215ebd6-dec2-11e9-aa72-0242c0a80002"
,"Akkermans","Akkermans",1985-12-10,1988-02-03,"GM Huisvesting",,"http://kanselarij.vo.data.gift/id/mandatarissen/821664f8-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/821662a0-dec2-11e9-aa72-0242c0a80002"
,"De Batselier","De Batselier",1988-10-18,1992-01-21,"GM Economie Middenstand en Energie",,"http://kanselarij.vo.data.gift/id/mandatarissen/820f6360-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/8205fcbc-dec2-11e9-aa72-0242c0a80002"
,"Beysen","Beysen",1988-02-03,1988-10-18,"GM Binnenlandse Aangelegenheden en Ruimtelijke Ordening",,"http://kanselarij.vo.data.gift/id/mandatarissen/8214ace4-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/8214aadc-dec2-11e9-aa72-0242c0a80002"
,"Van den Bossche","Van den Bossche",1992-02-05,1992-10-20,"GM Onderwijs en Ambtenarenzaken",,"http://kanselarij.vo.data.gift/id/mandatarissen/820d287a-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81febbbe-dec2-11e9-aa72-0242c0a80002"
,"Pede","Pede",1981-12-22,1985-12-10,"Boorzitter Vlaamse Raad",,"http://kanselarij.vo.data.gift/id/mandatarissen/821d7e00-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/8215ebd6-dec2-11e9-aa72-0242c0a80002"
,"Waltniel","Waltniel",1988-10-18,1992-01-21,"GM Ruimtelijke Ordening en Huisvesting",,"http://kanselarij.vo.data.gift/id/mandatarissen/820ef65a-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/820ef4a2-dec2-11e9-aa72-0242c0a80002"
,"Kelchtermans","Kelchtermans",1988-10-18,1992-01-21,"GM Leefmilieu, Natuurbehoud en Landinrichting",,"http://kanselarij.vo.data.gift/id/mandatarissen/820f3336-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81fc8736-dec2-11e9-aa72-0242c0a80002"
,"Poma","Poma",1981-12-22,1985-12-10,"Gm cultuur",,"http://kanselarij.vo.data.gift/id/mandatarissen/8218c874-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/8218748c-dec2-11e9-aa72-0242c0a80002"
,"Waltniel","Waltniel",1988-10-18,1992-01-21,"GM Ruimtelijke Ordening en Leefmilieu",,"http://kanselarij.vo.data.gift/id/mandatarissen/820f4f4c-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/820ef4a2-dec2-11e9-aa72-0242c0a80002"
,"Kelchtermans","Kelchtermans",1985-12-10,1988-02-03,"GM Onderwijs en vorming",,"http://kanselarij.vo.data.gift/id/mandatarissen/8217aa66-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81fc8736-dec2-11e9-aa72-0242c0a80002"
,"Akkermans","Akkermans",1981-12-22,1985-12-10,"GM Huisvesting",,"http://kanselarij.vo.data.gift/id/mandatarissen/821af338-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/821662a0-dec2-11e9-aa72-0242c0a80002"
,"Demeester - De Meyer","Demeester - De Meyer",1992-02-05,1992-10-20,"GM Financien en Begroting, Gezondheidsinstellingen,                    Welzijn en Gezin",,"http://kanselarij.vo.data.gift/id/mandatarissen/820e0e98-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/8205da48-dec2-11e9-aa72-0242c0a80002"
,"Demeester - De Meyer","Demeester - De Meyer",1992-10-20,1995-06-20,"VM Financien en Begroting, Gezondheidsinstellingen,   Welzijn en Gezin",,"http://kanselarij.vo.data.gift/id/mandatarissen/82063ee8-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/8205da48-dec2-11e9-aa72-0242c0a80002"
,"Demeester - De Meyer","Demeester - De Meyer",1992-02-05,1992-10-20,"GM Financiën en Begroting, Gezondheidsinstellingen, Welzijn en Gezin",,"http://kanselarij.vo.data.gift/id/mandatarissen/820d4b0c-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/8205da48-dec2-11e9-aa72-0242c0a80002"
,"Demeester - De Meyer","Demeester - De Meyer",1992-02-05,1992-10-20,"GM Financiën en Begroting, Gezondheidsinstellingen,  Welzijn en Gezin",,"http://kanselarij.vo.data.gift/id/mandatarissen/820d3a18-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/8205da48-dec2-11e9-aa72-0242c0a80002"
,"Demeester - De Meyer","Demeester - De Meyer",1992-10-20,1995-06-20,"VM Financien en Begroting, Gezondheidsinstellingen,  Welzijn en   Gezin",,"http://kanselarij.vo.data.gift/id/mandatarissen/82062d0e-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/8205da48-dec2-11e9-aa72-0242c0a80002"
,"Pede","Pede",1985-12-10,1988-02-03,"GM Binnenlandse aangelegenheden en Ruimtelijke Ordening",,"http://kanselarij.vo.data.gift/id/mandatarissen/82165846-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/8215ebd6-dec2-11e9-aa72-0242c0a80002"
"Marino","Keulen","Marino Keulen",2004-07-20,2007-06-27,"VM van Binnenlands Bestuur, Stedenbeleid, Wonen en Inburgering",,"http://kanselarij.vo.data.gift/id/mandatarissen/81e4dd66-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81ddb450-dec2-11e9-aa72-0242c0a80002"
"Luc","Van Den Brande","Luc Van Den Brande",1992-10-20,1995-06-20,"Minister-president van de Vlaamse regering",,"http://kanselarij.vo.data.gift/id/mandatarissen/8205f23a-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81fbddb8-dec2-11e9-aa72-0242c0a80002"
"- Wivina","Demeester De Meyer","- Wivina Demeester De Meyer",1992-02-05,1992-10-20,"GM van Financiën en Begroting, Gezondheidsinstellingen, Welzijn en Gezin",,"http://kanselarij.vo.data.gift/id/mandatarissen/820cd8a2-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81fbf2d0-dec2-11e9-aa72-0242c0a80002"
"Guido","Van Gheluwe","Guido Van Gheluwe",1981-12-22,1985-12-10,"Voorzitter Nationaal Gulden Sporencomite",,"http://kanselarij.vo.data.gift/id/mandatarissen/821dcc20-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/821dc95a-dec2-11e9-aa72-0242c0a80002"
"Luc","Van Den Bossche","Luc Van Den Bossche",1992-10-20,1995-06-20,"VM van Onderwijs en Ambtenarenzaken",,"http://kanselarij.vo.data.gift/id/mandatarissen/82060f04-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81ffa7ea-dec2-11e9-aa72-0242c0a80002"
"Yves","Leterme","Yves Leterme",2004-07-20,2007-06-27,"VM van Institutionele Hervormingen, Landbouw, Zeevisserij en Plattelandsbeleid",,"http://kanselarij.vo.data.gift/id/mandatarissen/81e4b5f2-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81e4b502-dec2-11e9-aa72-0242c0a80002"
"Marino","Keulen","Marino Keulen",2007-06-28,2009-07-13,"VM van Binnenlands Bestuur, Stedenbeleid, Wonen en Inburgering",,"http://kanselarij.vo.data.gift/id/mandatarissen/81ddb52c-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81ddb450-dec2-11e9-aa72-0242c0a80002"
"Marino","Keulen","Marino Keulen",2007-06-28,2009-07-13,"VM van Binnenlands Bestuur",,"http://kanselarij.vo.data.gift/id/mandatarissen/81e310e4-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81ddb450-dec2-11e9-aa72-0242c0a80002"
"Coenen","O.","Coenen O.",1981-12-22,1985-12-10,"Kabinetschef",,"http://kanselarij.vo.data.gift/id/mandatarissen/821d5c90-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/821d59d4-dec2-11e9-aa72-0242c0a80002"
"Kathleen","Van Brempt","Kathleen Van Brempt",2004-07-20,2007-06-27,"VM van Mobiliteit, Sociale Economie en Gelijke Kansen",,"http://kanselarij.vo.data.gift/id/mandatarissen/81e4c8d0-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81ddc134-dec2-11e9-aa72-0242c0a80002"
"Luc","Van Den Bossche","Luc Van Den Bossche",1992-10-20,1995-06-20,"GM van Onderwijs en Ambtenarenzaken",,"http://kanselarij.vo.data.gift/id/mandatarissen/820c9f9a-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81ffa7ea-dec2-11e9-aa72-0242c0a80002"
"Frank","Vandenbroucke","Frank Vandenbroucke",2007-06-28,2009-07-13,"VM van Institutionele Hervormingen, Bestuurszaken, Buitenlands Beleid, Media, Toerisme, Havens, Landbouw, Zeevisserij en Plattel",,"http://kanselarij.vo.data.gift/id/mandatarissen/81de0194-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81ddbbbc-dec2-11e9-aa72-0242c0a80002"
"Gilbert","Bossuyt","Gilbert Bossuyt",2003-06-10,2004-07-20,"VM van Mobiliteit, Openbare Werken en Energie",,"http://kanselarij.vo.data.gift/id/mandatarissen/81ecd2e6-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81ecd1c4-dec2-11e9-aa72-0242c0a80002"
"Gilbert","Bossuyt","Gilbert Bossuyt",1999-07-13,2003-06-05,"VM van Mobiliteit, Openbare Werken en Energie",,"http://kanselarij.vo.data.gift/id/mandatarissen/81f15302-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81ecd1c4-dec2-11e9-aa72-0242c0a80002"
"Patrick","Dewael","Patrick Dewael",1999-07-13,2003-06-05,"Minister-president van de Vlaamse regering",,"http://kanselarij.vo.data.gift/id/mandatarissen/81f12e68-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81f12d5a-dec2-11e9-aa72-0242c0a80002"
"- Wivina","Demeester De Meyer","- Wivina Demeester De Meyer",1992-10-20,1995-06-20,"VM van Financiën en Begroting, Gezondheidsinstellingen, Welzijn en Gezin",,"http://kanselarij.vo.data.gift/id/mandatarissen/820629e4-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81fbf2d0-dec2-11e9-aa72-0242c0a80002"
"Frank","Vandenbroucke","Frank Vandenbroucke",2007-06-28,2009-07-13,"VM van Welzijn, Volksgezondheid en Gezin",,"http://kanselarij.vo.data.gift/id/mandatarissen/81de5630-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81ddbbbc-dec2-11e9-aa72-0242c0a80002"
"Kathleen","Van Brempt","Kathleen Van Brempt",2007-06-28,2009-07-13,"VM van Openbare Werken, Energie, Leefmilieu en Natuur",,"http://kanselarij.vo.data.gift/id/mandatarissen/81df2948-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81ddc134-dec2-11e9-aa72-0242c0a80002"
"Johan","Sauwens","Johan Sauwens",1992-02-05,1992-10-20,"GM van Verkeer, Buitenlandse Handel en Staatshervorming",,"http://kanselarij.vo.data.gift/id/mandatarissen/820cdbc2-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81cd593e-dec2-11e9-aa72-0242c0a80002"
"Grootjans","F.","Grootjans F.",1985-12-10,1988-02-03,"Voorzitter",,"http://kanselarij.vo.data.gift/id/mandatarissen/82175656-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/8217539a-dec2-11e9-aa72-0242c0a80002"
"Luc","Van Den Bossche","Luc Van Den Bossche",1995-06-20,1999-07-13,"VM van Onderwijs en Ambtenarenzaken",,"http://kanselarij.vo.data.gift/id/mandatarissen/81ffa952-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81ffa7ea-dec2-11e9-aa72-0242c0a80002"
"Frank","Vandenbroucke","Frank Vandenbroucke",2007-06-28,2009-07-13,"VM van Werk, Onderwijs en Vorming",,"http://kanselarij.vo.data.gift/id/mandatarissen/81ddbc7a-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81ddbbbc-dec2-11e9-aa72-0242c0a80002"
"Fientje","Moerman","Fientje Moerman",2004-07-20,2007-06-27,"VM van Economie, Ondernemen, Wetenschap, Innovatie en Buitenlandse Handel",,"http://kanselarij.vo.data.gift/id/mandatarissen/81e4e1ee-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81e3c728-dec2-11e9-aa72-0242c0a80002"
,"Coens","Coens",1988-10-18,1992-01-21,"GM Cultuur",,"http://kanselarij.vo.data.gift/id/mandatarissen/8212ae12-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/820efd9e-dec2-11e9-aa72-0242c0a80002"
,"Dewael","Dewael",1988-10-18,1992-01-21,"GM Cultuur",,"http://kanselarij.vo.data.gift/id/mandatarissen/820f2e04-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81f7595a-dec2-11e9-aa72-0242c0a80002"
,"Van Den Bossche","Van Den Bossche",1992-02-05,1992-10-20,"GM Onderwijs en Ambtenarenzaken",,"http://kanselarij.vo.data.gift/id/mandatarissen/820d3662-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/820d34b4-dec2-11e9-aa72-0242c0a80002"
,"Geens","Geens",1988-02-03,1988-10-18,"Voorzitter",,"http://kanselarij.vo.data.gift/id/mandatarissen/8214a406-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/820ed3f0-dec2-11e9-aa72-0242c0a80002"
,"Steyaert","Steyaert",1981-12-22,1985-12-10,"GM Welzijn en Gezin",,"http://kanselarij.vo.data.gift/id/mandatarissen/821d718a-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/8215de52-dec2-11e9-aa72-0242c0a80002"
,"Steyaert","Steyaert",1981-12-22,1985-12-10,"Gm Gezin en Welzijnszorg",,"http://kanselarij.vo.data.gift/id/mandatarissen/821c674a-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/8215de52-dec2-11e9-aa72-0242c0a80002"
,"Steyaert","Steyaert",1981-12-22,1985-12-10,"GM Gezin en Welzijnszorg",,"http://kanselarij.vo.data.gift/id/mandatarissen/821885e4-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/8215de52-dec2-11e9-aa72-0242c0a80002"
,"Weckx","Weckx",1988-02-03,1988-10-18,"GM van Onderwijs en Brusselse Aangelegenheden",,"http://kanselarij.vo.data.gift/id/mandatarissen/8215886c-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/8205f672-dec2-11e9-aa72-0242c0a80002"
,"De Wulf","De Wulf",1988-10-18,1992-01-21,"GM Gezondheidsbeleid",,"http://kanselarij.vo.data.gift/id/mandatarissen/8213b532-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/820f2896-dec2-11e9-aa72-0242c0a80002"
,"Kelchertermans","Kelchertermans",1988-10-18,1992-01-21,"GM Leefmilieu, Natuurbehoud en Landinrichting",,"http://kanselarij.vo.data.gift/id/mandatarissen/82132edc-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/82132cf2-dec2-11e9-aa72-0242c0a80002"
,"Demeester","Demeester",1995-06-20,1999-07-13,"VM Financien, Begroting en Gezondheidsinstellingen",,"http://kanselarij.vo.data.gift/id/mandatarissen/82054da8-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81fc90aa-dec2-11e9-aa72-0242c0a80002"
,"Dewael","Dewael",1988-10-18,1992-01-21,"GM cultuur",,"http://kanselarij.vo.data.gift/id/mandatarissen/82119982-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81f7595a-dec2-11e9-aa72-0242c0a80002"
,"Van Mechelen","Van Mechelen",2004-07-20,2007-06-27,"VM Financiën en Begroting en Ruimtelijke Ordening",,"http://kanselarij.vo.data.gift/id/mandatarissen/81e5625e-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81e43244-dec2-11e9-aa72-0242c0a80002"
,"Weckx","Weckx",1988-10-18,1992-01-21,"GM Volksgzondheid en Brusselse Aangelegenheden",,"http://kanselarij.vo.data.gift/id/mandatarissen/8213fa60-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/8205f672-dec2-11e9-aa72-0242c0a80002"
,"Geens","Geens",1981-12-22,1985-12-10,"Voorzittter",,"http://kanselarij.vo.data.gift/id/mandatarissen/821b6912-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/820ed3f0-dec2-11e9-aa72-0242c0a80002"
,"Stevaert","Stevaert",1995-06-20,1999-07-13,"Minister vice-president",,"http://kanselarij.vo.data.gift/id/mandatarissen/81fc1c6a-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81f1fc26-dec2-11e9-aa72-0242c0a80002"
,"Dupre","Dupre",1988-02-03,1988-10-18,"GM Leefmilieu, Landinrichting",,"http://kanselarij.vo.data.gift/id/mandatarissen/8215539c-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/8214af0a-dec2-11e9-aa72-0242c0a80002"
,"Dupré","Dupré",1988-02-03,1988-10-18,"GM Leefmilieu, Landinrinchting en KMO-beleid",,"http://kanselarij.vo.data.gift/id/mandatarissen/82157d18-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/8214ed9e-dec2-11e9-aa72-0242c0a80002"
,"Peeters","Peeters",2004-07-20,2007-06-27,"Openbare Werken, Energie, Leefmilieu en Natuur",,"http://kanselarij.vo.data.gift/id/mandatarissen/81ec75ee-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81e1f8ee-dec2-11e9-aa72-0242c0a80002"
,"Geens","Geens",1981-12-22,1985-12-10,"Voorzitte",,"http://kanselarij.vo.data.gift/id/mandatarissen/821955d2-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/820ed3f0-dec2-11e9-aa72-0242c0a80002"
,"Sauwens","Sauwens",1988-10-18,1992-01-21,"GM openbare Werken en Verkeer",,"http://kanselarij.vo.data.gift/id/mandatarissen/82118f3c-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81f7e578-dec2-11e9-aa72-0242c0a80002"
