"firstName","familyName","fullName","start","einde","title","rangorde","mandataris","persoon"
"Gaston","Geens","Gaston Geens",1988-10-18,1992-01-21,"Voorzitter van de Vlaamse Executieve",,"http://kanselarij.vo.data.gift/id/mandatarissen/820edfbc-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/820ede04-dec2-11e9-aa72-0242c0a80002"
"Jef","Tavernier","Jef Tavernier",2003-06-10,2004-07-20,"VM van Leefmilieu, Landbouw en Ontwikkelingssamenwerking",,"http://kanselarij.vo.data.gift/id/mandatarissen/81ecd854-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81ecd750-dec2-11e9-aa72-0242c0a80002"
"Liesbeth","Homans",,2019-07-01T22:00:00Z,2019-10-01T22:00:00Z,"Minister-president van de Vlaamse Regering",1,"http://kanselarij.vo.data.gift/id/mandatarissen/5D9865CDB158960008000002","http://kanselarij.vo.data.gift/id/personen/5D9865BBB158960008000001"
"Liesbeth","Homans",,2019-07-01T22:00:00Z,2019-09-30T22:00:00Z,"Minister-president van de Vlaamse Regering",1,"http://kanselarij.vo.data.gift/id/mandatarissen/5D9B3D8EB158960008000011","http://kanselarij.vo.data.gift/id/personen/5D9865BBB158960008000001"
"Jan","Jambon",,2019-10-01T22:00:00Z,2024-10-07T16:46:07.659Z,"Minister-president van de Vlaamse Regering",1,"http://kanselarij.vo.data.gift/id/mandatarissen/5D9B6BCF6B1B810008000168","http://kanselarij.vo.data.gift/id/personen/5D9B6BBB6B1B810008000167"
"Zuhal","Demir",,2019-10-01T22:00:00Z,2024-10-07T16:48:33.418Z,"Vlaams minister van Justitie en Handhaving, Omgeving, Energie en Toerisme",5,"http://kanselarij.vo.data.gift/id/mandatarissen/5D9B6C616B1B81000800016E","http://kanselarij.vo.data.gift/id/personen/5D9B6C596B1B81000800016D"
"Wouter","Beke",,2019-10-01T22:00:00Z,2024-10-07T16:49:08.923Z,"Vlaams minister van Welzijn, Volksgezondheid, Gezin en Armoedebestrijding",6,"http://kanselarij.vo.data.gift/id/mandatarissen/5D9B6C846B1B810008000170","http://kanselarij.vo.data.gift/id/personen/5D9B6C7D6B1B81000800016F"
"Matthias","Diependaele",,2019-10-01T22:00:00Z,2024-10-07T16:50:19.796Z,"Vlaams minister van Financiën en Begroting, Wonen en Onroerend Erfgoed",7,"http://kanselarij.vo.data.gift/id/mandatarissen/5D9B6CCC6B1B810008000172","http://kanselarij.vo.data.gift/id/personen/5D9B6CC36B1B810008000171"
"Benjamin","Dalle",,2019-10-01T22:00:00Z,2024-10-07T16:51:38.586Z,"Vlaams minister van Brussel, Jeugd en Media",9,"http://kanselarij.vo.data.gift/id/mandatarissen/5D9B6D1A6B1B810008000175","http://kanselarij.vo.data.gift/id/personen/5D9B6D116B1B810008000174"
,"Kelchtermans","Kelchtermans",1988-10-18,1992-01-21,"GM Leefmilieu, Natuurbeleid en Landinrichting",,"http://kanselarij.vo.data.gift/id/mandatarissen/82141054-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81fc8736-dec2-11e9-aa72-0242c0a80002"
,"Van Den Bossche","Van Den Bossche",1988-10-18,1992-01-21,"GM Binnenlandse Aangelegenhedenen Openbaar Ambt",,"http://kanselarij.vo.data.gift/id/mandatarissen/8212b326-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/820d34b4-dec2-11e9-aa72-0242c0a80002"
,"Leo Peeters","Leo Peeters",1992-10-20,1995-06-20,"VM Tewerkstelling en Sociale Aangelegenheden",,"http://kanselarij.vo.data.gift/id/mandatarissen/8206dfb0-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/8206de16-dec2-11e9-aa72-0242c0a80002"
,"Dewael","Dewael",1988-02-03,1988-10-18,"GM Cultuur",,"http://kanselarij.vo.data.gift/id/mandatarissen/8214b554-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81f7595a-dec2-11e9-aa72-0242c0a80002"
,"Demeester","Demeester",1995-06-20,1999-07-13,"VM Financien, Begroting en Gezondheidsbeleid",,"http://kanselarij.vo.data.gift/id/mandatarissen/81fc91fe-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81fc90aa-dec2-11e9-aa72-0242c0a80002"
,"De Wulf","De Wulf",1981-12-22,1985-12-10,"GM gezondheidszorg",,"http://kanselarij.vo.data.gift/id/mandatarissen/821c5ad4-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/820f2896-dec2-11e9-aa72-0242c0a80002"
,"Lenssens","Lenssens",1981-12-22,1985-12-10,"GM leefmilieu, waterbeleid en onderwijs",,"http://kanselarij.vo.data.gift/id/mandatarissen/821c4166-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/820f017c-dec2-11e9-aa72-0242c0a80002"
,"Poma","Poma",1981-12-22,1985-12-10,"GM Cultuur",,"http://kanselarij.vo.data.gift/id/mandatarissen/821876e4-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/8218748c-dec2-11e9-aa72-0242c0a80002"
,"Galle","Galle",1981-12-22,1985-12-10,"Gm binnenlandse aangelegenheden",,"http://kanselarij.vo.data.gift/id/mandatarissen/821d8d32-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/82186b36-dec2-11e9-aa72-0242c0a80002"
,"Detiege","Detiege",1992-02-05,1992-10-20,"GM Tewerkstelling en Sociale Aangelegenheden",,"http://kanselarij.vo.data.gift/id/mandatarissen/820ce252-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/8207e7fc-dec2-11e9-aa72-0242c0a80002"
,"Weckx","Weckx",1988-10-18,1992-01-21,"GM van Volksgezondheid en Brusselse Aangelegenheden, GM Binnenlandse   Aangelegenheden en Openbaar Ambt",,"http://kanselarij.vo.data.gift/id/mandatarissen/82128180-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/8205f672-dec2-11e9-aa72-0242c0a80002"
,"Akkermans","Akkermans",1981-12-22,1985-12-10,"GM Ruimtelijke Ordening, Landinrichting & natuurbehoud",,"http://kanselarij.vo.data.gift/id/mandatarissen/821a8786-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/821662a0-dec2-11e9-aa72-0242c0a80002"
,"Van Den Bossche","Van Den Bossche",1988-10-18,1992-01-21,"GM Van Den Bossche",,"http://kanselarij.vo.data.gift/id/mandatarissen/82113410-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/820d34b4-dec2-11e9-aa72-0242c0a80002"
,"Kelchtermans","Kelchtermans",1985-12-10,1988-02-03,"GM Onderwijs en Vorming",,"http://kanselarij.vo.data.gift/id/mandatarissen/8215fa68-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81fc8736-dec2-11e9-aa72-0242c0a80002"
,"Potoms","Potoms",1981-12-22,1985-12-10,"Griffier Arbitragehof",,"http://kanselarij.vo.data.gift/id/mandatarissen/82191554-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/8217c1e0-dec2-11e9-aa72-0242c0a80002"
,"Kelchtermans","Kelchtermans",1985-12-10,1988-02-03,"GM Om onderwijs en Vorming",,"http://kanselarij.vo.data.gift/id/mandatarissen/82163f78-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81fc8736-dec2-11e9-aa72-0242c0a80002"
,"Kelchtermans","Kelchtermans",1988-02-03,1988-10-18,"GM van Tewerkstelling, Vorming en Openbaar Ambt",,"http://kanselarij.vo.data.gift/id/mandatarissen/8215be90-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81fc8736-dec2-11e9-aa72-0242c0a80002"
,"Akkermans","Akkermans",1981-12-22,1985-12-10,"GM Ruimtelijke Ordening, Natuurbehoud en Landinrichting",,"http://kanselarij.vo.data.gift/id/mandatarissen/821bce3e-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/821662a0-dec2-11e9-aa72-0242c0a80002"
,"Van den Bossche","Van den Bossche",1995-06-20,1999-07-13,"Minister vice-president",,"http://kanselarij.vo.data.gift/id/mandatarissen/81fef250-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81febbbe-dec2-11e9-aa72-0242c0a80002"
,"De Batselier","De Batselier",1988-10-18,1992-01-21,"GM Financiën",,"http://kanselarij.vo.data.gift/id/mandatarissen/8213afc4-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/8205fcbc-dec2-11e9-aa72-0242c0a80002"
,"Beysen","Beysen",1988-02-03,1988-10-18,"Gm Binnenl. Aangelegenheden en RO",,"http://kanselarij.vo.data.gift/id/mandatarissen/82157872-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/8214aadc-dec2-11e9-aa72-0242c0a80002"
,"Steyaert","Steyaert",1981-12-22,1985-12-10,"GM Gezondheidsbeleid en Welzijnszorg",,"http://kanselarij.vo.data.gift/id/mandatarissen/821ca6b0-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/8215de52-dec2-11e9-aa72-0242c0a80002"
,"Roggen","Roggen",1985-12-10,1988-02-03,"Gouverneur Brabant",,"http://kanselarij.vo.data.gift/id/mandatarissen/8216a10c-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/82169eb4-dec2-11e9-aa72-0242c0a80002"
,"Lenssens","Lenssens",1988-10-18,1992-01-21,"GM Leefmilieu, Natuurbehoud en Landinrichting",,"http://kanselarij.vo.data.gift/id/mandatarissen/8213ba64-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/820f017c-dec2-11e9-aa72-0242c0a80002"
,"De Croo","De Croo",1981-12-22,1985-12-10,"Minister van Verkeerswezen en van P.T.T.",,"http://kanselarij.vo.data.gift/id/mandatarissen/821d4606-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/8216699e-dec2-11e9-aa72-0242c0a80002"
,"Kelchtermans","Kelchtermans",1992-10-20,1995-06-20,"VM Openbare Werken, Ruimtelijke Ordening en Biinnenlandse Aangelegenheden",,"http://kanselarij.vo.data.gift/id/mandatarissen/8207c29a-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81fc8736-dec2-11e9-aa72-0242c0a80002"
,"Van Den Bossche","Van Den Bossche",1988-10-18,1992-01-21,"GM Binnenlandse Aangelegenheden en Openbaar Ambt",,"http://kanselarij.vo.data.gift/id/mandatarissen/820f816a-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/820d34b4-dec2-11e9-aa72-0242c0a80002"
,"Dewael","Dewael",1985-12-10,1988-02-03,"GM van Cultuur",,"http://kanselarij.vo.data.gift/id/mandatarissen/8215f1bc-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81f7595a-dec2-11e9-aa72-0242c0a80002"
,"Kelchtermans","Kelchtermans",1988-02-03,1988-10-18,"GM Tewerkstelling,Vorming en Openbaar Ambt",,"http://kanselarij.vo.data.gift/id/mandatarissen/82153c72-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81fc8736-dec2-11e9-aa72-0242c0a80002"
,"Detiege","Detiege",1992-10-20,1995-06-20,"VM Tewerkstelling en Sociale Aangelegenheden",,"http://kanselarij.vo.data.gift/id/mandatarissen/8207e9dc-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/8207e7fc-dec2-11e9-aa72-0242c0a80002"
,"Pede","Pede",1985-12-10,1988-02-03,"GM Binnenlandse Aangelegenheden en Ruimtelijke Ordening",,"http://kanselarij.vo.data.gift/id/mandatarissen/8215ee10-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/8215ebd6-dec2-11e9-aa72-0242c0a80002"
,"Steyaert","Steyaert",1985-12-10,1988-02-03,"GM Gezin en Welzijnszorg",,"http://kanselarij.vo.data.gift/id/mandatarissen/82160bb6-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/8215de52-dec2-11e9-aa72-0242c0a80002"
,"Sauwens","Sauwens",1992-02-05,1992-10-20,"GM Verkeer, Buitenlandse Handel en Staatshervorming",,"http://kanselarij.vo.data.gift/id/mandatarissen/820d0610-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81f7e578-dec2-11e9-aa72-0242c0a80002"
,"Waltniel","Waltniel",1988-10-18,1992-01-21,"GM  Ruimtelijke Ordening en Huisvesting",,"http://kanselarij.vo.data.gift/id/mandatarissen/820f59f6-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/820ef4a2-dec2-11e9-aa72-0242c0a80002"
,"Demeester - De Meyer","Demeester - De Meyer",1992-10-20,1995-06-20,"VM Financien en Begroting, Gezondheidsinstellingen,                    Welzijn en Gezin",,"http://kanselarij.vo.data.gift/id/mandatarissen/82060982-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/8205da48-dec2-11e9-aa72-0242c0a80002"
,"Demeester-De Meyer","Demeester-De Meyer",1992-02-05,1992-10-20,"GM Financiën en Begroting, Gezondheidsinstellingen,                    Welzijn en Gezin",,"http://kanselarij.vo.data.gift/id/mandatarissen/820e6d02-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/82047964-dec2-11e9-aa72-0242c0a80002"
,"Weckx","Weckx",1988-10-18,1992-01-21,"GM van Volksgezondheid en Brusselse Aangelegenheden",,"http://kanselarij.vo.data.gift/id/mandatarissen/8210a496-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/8205f672-dec2-11e9-aa72-0242c0a80002"
,"Bourgeois","Bourgeois",2007-06-28,2009-07-13,"VM Bestuurszaken, Buitenlands Beleid, Media en Toerisme",,"http://kanselarij.vo.data.gift/id/mandatarissen/81e1e4c6-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81e1e3d6-dec2-11e9-aa72-0242c0a80002"
,"Peeters","Peeters",1995-06-20,1999-07-13,"VM Binnenlandse Aangelegenheden, Stedelijk Beleid en                    Huisvesting",,"http://kanselarij.vo.data.gift/id/mandatarissen/82048bf2-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81e1f8ee-dec2-11e9-aa72-0242c0a80002"
,"Lenssens","Lenssens",1988-02-03,1988-10-18,"GM Welzijn, Gezin en Volksgezondheid",,"http://kanselarij.vo.data.gift/id/mandatarissen/8214c0da-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/820f017c-dec2-11e9-aa72-0242c0a80002"
,"Sauwens","Sauwens",1988-10-18,1992-01-21,"GM Openbare werken en Verkeer",,"http://kanselarij.vo.data.gift/id/mandatarissen/8212d0cc-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81f7e578-dec2-11e9-aa72-0242c0a80002"
,"Steyaert","Steyaert",1981-12-22,1985-12-10,"GM Gezin en welzijnszorg",,"http://kanselarij.vo.data.gift/id/mandatarissen/821befc2-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/8215de52-dec2-11e9-aa72-0242c0a80002"
,"De Wulf","De Wulf",1981-12-22,1985-12-10,"GM Gm gezondheidsbeleid",,"http://kanselarij.vo.data.gift/id/mandatarissen/8219b09a-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/820f2896-dec2-11e9-aa72-0242c0a80002"
,"Steyaert","Steyaert",1985-12-10,1988-02-03,"GM van Gezin en Welzijnszorg",,"http://kanselarij.vo.data.gift/id/mandatarissen/8215e0be-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/8215de52-dec2-11e9-aa72-0242c0a80002"
,"De Batselier","De Batselier",1988-10-18,1992-01-21,"GM Economie, Middendstand en Energie",,"http://kanselarij.vo.data.gift/id/mandatarissen/8213ea20-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/8205fcbc-dec2-11e9-aa72-0242c0a80002"
,"Lenssens","Lenssens",1988-02-03,1988-10-18,"GM Welzijn, Gezin, Volksgezondheid",,"http://kanselarij.vo.data.gift/id/mandatarissen/8215d33a-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/820f017c-dec2-11e9-aa72-0242c0a80002"
,"Sauwens","Sauwens",1988-10-18,1992-01-21,"GM Openbare Werken en Verkeer",,"http://kanselarij.vo.data.gift/id/mandatarissen/820f0668-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81f7e578-dec2-11e9-aa72-0242c0a80002"
,"Kelchtermans","Kelchtermans",1988-10-18,1992-01-21,"Gm Leefmilieu, Natuurbehoud en Landinrichting",,"http://kanselarij.vo.data.gift/id/mandatarissen/8212d7f2-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81fc8736-dec2-11e9-aa72-0242c0a80002"
,"Akkermans","Akkermans",1981-12-22,1985-12-10,"GM ruimtelijke ordening, landinrichting en natuurbehoud",,"http://kanselarij.vo.data.gift/id/mandatarissen/821c732a-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/821662a0-dec2-11e9-aa72-0242c0a80002"
,"Dupré","Dupré",1985-12-10,1988-02-03,"GM van Huisvesting",,"http://kanselarij.vo.data.gift/id/mandatarissen/8215e8ac-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/8214ed9e-dec2-11e9-aa72-0242c0a80002"
,"Kelchtermans","Kelchtermans",1988-10-18,1992-01-21,"GM van Leefmilieu, Natuurbehoud en Landinrichting",,"http://kanselarij.vo.data.gift/id/mandatarissen/8210ab62-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81fc8736-dec2-11e9-aa72-0242c0a80002"
,"Sauwens","Sauwens",1992-10-20,1995-06-20,"VM Verkeer, Buitenlandse handel en Staatshervorming",,"http://kanselarij.vo.data.gift/id/mandatarissen/82079a36-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81f7e578-dec2-11e9-aa72-0242c0a80002"
,"Van Den Bossche","Van Den Bossche",1988-10-18,1992-01-21,"GM Binnenlandse Aangelegenheden   en Openbaar Ambt",,"http://kanselarij.vo.data.gift/id/mandatarissen/82112ad8-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/820d34b4-dec2-11e9-aa72-0242c0a80002"
,"Kelchtermans","Kelchtermans",1988-02-03,1988-10-18,"GM Tewerkstelling, Vorming en Openbaar Ambt",,"http://kanselarij.vo.data.gift/id/mandatarissen/8214c468-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81fc8736-dec2-11e9-aa72-0242c0a80002"
,"De Batselier","De Batselier",1992-02-05,1992-10-20,"GM Leefmilieu en Huisvesting",,"http://kanselarij.vo.data.gift/id/mandatarissen/820ce554-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/8205fcbc-dec2-11e9-aa72-0242c0a80002"
,"Ceysens","Ceysens",2003-06-10,2004-07-20,"VM Economie, Buitenlands Beleid",,"http://kanselarij.vo.data.gift/id/mandatarissen/81ef5066-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81e23a70-dec2-11e9-aa72-0242c0a80002"
,"De Wulf","De Wulf",1988-10-18,1992-01-21,"GM van Tewerkstelling",,"http://kanselarij.vo.data.gift/id/mandatarissen/82120548-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/820f2896-dec2-11e9-aa72-0242c0a80002"
,"Lenssens","Lenssens",1981-12-22,1985-12-10,"GM Leefmilieu, Waterbeleid en Onderw",,"http://kanselarij.vo.data.gift/id/mandatarissen/821b0d96-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/820f017c-dec2-11e9-aa72-0242c0a80002"
,"Weckx","Weckx",1988-10-18,1992-01-21,"GM Volksgezondheid en brusselse Aangelegenheden",,"http://kanselarij.vo.data.gift/id/mandatarissen/82106b84-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/8205f672-dec2-11e9-aa72-0242c0a80002"
,"Lenssens","Lenssens",1985-12-10,1988-02-03,"GM Volkgezondheid en Leefmilieu",,"http://kanselarij.vo.data.gift/id/mandatarissen/82181fa0-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/820f017c-dec2-11e9-aa72-0242c0a80002"
,"Anciaux","Anciaux",2007-06-28,2009-07-13,"VM Cultuur, Jeugd, Sport en Brussel",,"http://kanselarij.vo.data.gift/id/mandatarissen/81e1c87e-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81e1c7a2-dec2-11e9-aa72-0242c0a80002"
,"Galle","Galle",1981-12-22,1985-12-10,"GM Ondergeschikte Besturen & Gesubsidieerde Besturen",,"http://kanselarij.vo.data.gift/id/mandatarissen/821dea84-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/82186b36-dec2-11e9-aa72-0242c0a80002"
,"Lenssens","Lenssens",1988-10-18,1992-01-21,"Welzijn en Gezin",,"http://kanselarij.vo.data.gift/id/mandatarissen/8211dc1c-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/820f017c-dec2-11e9-aa72-0242c0a80002"
,"Waltniel","Waltniel",1988-02-03,1988-10-18,"GM van Financiën en Begroting",,"http://kanselarij.vo.data.gift/id/mandatarissen/8215a892-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/820ef4a2-dec2-11e9-aa72-0242c0a80002"
,"Van den Brande","Van den Brande",1992-10-20,1995-06-20,"Minister-pesident",,"http://kanselarij.vo.data.gift/id/mandatarissen/82064532-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81fceda2-dec2-11e9-aa72-0242c0a80002"
,"Demeester - De Meyer","Demeester - De Meyer",1992-10-20,1995-06-20,"VM Financien en Begroting, Gezondheidsinstellingen, Welzijn en   Gezin",,"http://kanselarij.vo.data.gift/id/mandatarissen/82063538-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/8205da48-dec2-11e9-aa72-0242c0a80002"
,"Lenssens","Lenssens",1981-12-22,1985-12-10,"FM Leefmilieu, Waterbeleid en Onderwijs",,"http://kanselarij.vo.data.gift/id/mandatarissen/821ac728-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/820f017c-dec2-11e9-aa72-0242c0a80002"
,"Dupré","Dupré",1988-02-03,1988-10-18,"GM Leefmilieu, Landinrichting en KMO-beleid",,"http://kanselarij.vo.data.gift/id/mandatarissen/8214efc4-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/8214ed9e-dec2-11e9-aa72-0242c0a80002"
,"Lenssens","Lenssens",1988-10-18,1992-01-21,"GM Gezin en Welzijn",,"http://kanselarij.vo.data.gift/id/mandatarissen/821424f4-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/820f017c-dec2-11e9-aa72-0242c0a80002"
,"Van den Bossche","Van den Bossche",1992-10-20,1995-06-20,"VM Onderwijs en Ambtenaenzaken",,"http://kanselarij.vo.data.gift/id/mandatarissen/82068d76-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81febbbe-dec2-11e9-aa72-0242c0a80002"
,"Akkermans","Akkermans",1985-12-10,1988-02-03,"GM van Huisvesting",,"http://kanselarij.vo.data.gift/id/mandatarissen/82175bec-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/821662a0-dec2-11e9-aa72-0242c0a80002"
,"Demeester-De Meyer","Demeester-De Meyer",1992-10-20,1995-06-20,"VM Financien en Begroting, Gezondheidsinstellingen, Welzijn en   Gezin",,"http://kanselarij.vo.data.gift/id/mandatarissen/8206b4fe-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/82047964-dec2-11e9-aa72-0242c0a80002"
,"Waltniel","Waltniel",1985-12-10,1988-02-03,"HM Financiën en Begroting",,"http://kanselarij.vo.data.gift/id/mandatarissen/82185394-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/820ef4a2-dec2-11e9-aa72-0242c0a80002"
,"Dehennin","Dehennin",1981-12-22,1985-12-10,"Grootmaarschalk",,"http://kanselarij.vo.data.gift/id/mandatarissen/821b4b8a-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/821b48b0-dec2-11e9-aa72-0242c0a80002"
,"Leterme","Leterme",2004-07-20,2007-06-27,"Minister-president",,"http://kanselarij.vo.data.gift/id/mandatarissen/81ec6ff4-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81ec6dec-dec2-11e9-aa72-0242c0a80002"
,"Lenssens","Lenssens",1981-12-22,1985-12-10,"GM Leefmilieu, Waterbeleid en onderwijs",,"http://kanselarij.vo.data.gift/id/mandatarissen/8218bdc0-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/820f017c-dec2-11e9-aa72-0242c0a80002"
,"Dewael","Dewael",1985-12-10,1988-02-03,"Gemeenschapsminister van Cultuur",,"http://kanselarij.vo.data.gift/id/mandatarissen/8216b1d8-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81f7595a-dec2-11e9-aa72-0242c0a80002"
,"Waltniel","Waltniel",1988-10-18,1992-01-21,"GM Ruimtelijke Ordening en en Huisvesting",,"http://kanselarij.vo.data.gift/id/mandatarissen/821347f0-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/820ef4a2-dec2-11e9-aa72-0242c0a80002"
,"Van den Bossche","Van den Bossche",1995-06-20,1999-07-13,"VM onderwijs en Ambtenarenzaken",,"http://kanselarij.vo.data.gift/id/mandatarissen/8205ab72-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81febbbe-dec2-11e9-aa72-0242c0a80002"
,"Van den Bossche","Van den Bossche",1988-10-18,1992-01-21,"GM B",,"http://kanselarij.vo.data.gift/id/mandatarissen/8213a9f2-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81febbbe-dec2-11e9-aa72-0242c0a80002"
,"Kelchtermans","Kelchtermans",1992-10-20,1995-06-20,"VM Openbare Werken, Ruimtelijke Ordening en Binnenlandse Aangelegenheden",,"http://kanselarij.vo.data.gift/id/mandatarissen/82061292-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81fc8736-dec2-11e9-aa72-0242c0a80002"
,"Weckx","Weckx",1992-10-20,1995-06-20,"VM Cultuur en Brusselse Aangelegenheden",,"http://kanselarij.vo.data.gift/id/mandatarissen/8205f7e4-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/8205f672-dec2-11e9-aa72-0242c0a80002"
,"Sauwens","Sauwens",1988-10-18,1992-01-21,"GM van Openbare Werken en Verkeer",,"http://kanselarij.vo.data.gift/id/mandatarissen/82122988-dec2-11e9-aa72-0242c0a80002","http://kanselarij.vo.data.gift/id/personen/81f7e578-dec2-11e9-aa72-0242c0a80002"
